"Project","Year","Species","Counts","5yrGeomean","10yrGeomean"
"Prosser",2014,"Jack.Coho",428,233,265
"Prosser",2014,"Lamprey",24,22,7
"Prosser",2015,"Chinook",17166,15138,10954
"Prosser",2015,"Jack.Chinook",1102,2452,1893
"Prosser",2015,"Steelhead",4422,5080,4221
"Prosser",2015,"Wild.Steelhead",4402,4973,4101
"Prosser",2015,"Sockeye",342,416,NA
"Prosser",2015,"Coho",2210,4945,4799
"Prosser",2015,"Jack.Coho",105,208,245
"Prosser",2015,"Lamprey",22,22,9
"Prosser",2016,"Chinook",10546,14264,11332
"Prosser",2016,"Jack.Chinook",1864,2116,2250
"Prosser",2016,"Steelhead",1971,4137,4311
"Prosser",2016,"Wild.Steelhead",12,1466,2517
"Prosser",2016,"Sockeye",3742,646,NA
"Prosser",2016,"Coho",1693,3787,4366
"Prosser",2016,"Jack.Coho",188,228,247
"Prosser",2016,"Lamprey",52,29,12
"Prosser",2017,"Chinook",6173,12251,11908
"Prosser",2017,"Jack.Chinook",1539,2044,2233
"Prosser",2017,"Steelhead",1290,3005,4037
"Prosser",2017,"Wild.Steelhead",1276,1071,2380
"Prosser",2017,"Sockeye",372,976,220
"Prosser",2017,"Coho",3050,3535,4352
"Prosser",2017,"Jack.Coho",222,238,281
"Prosser",2017,"Lamprey",561,47,20
"Prosser",2018,"Chinook",3447,9119,10803
"Prosser",2018,"Jack.Chinook",243,1196,1828
"Prosser",2018,"Steelhead",1117,2364,3586
"Prosser",2018,"Wild.Steelhead",1098,846,2114
"Prosser",2018,"Sockeye",456,897,239
"Prosser",2018,"Coho",1672,3316,3999
"Prosser",2018,"Jack.Coho",440,242,244
"Prosser",2018,"Lamprey",231,81,32
"Prosser",2019,"Chinook",2261,6138,9418
"Prosser",2019,"Jack.Chinook",291,741,1428
"Prosser",2019,"Steelhead",1478,1794,3143
"Prosser",2019,"Wild.Steelhead",1467,641,1855
"Prosser",2019,"Sockeye",110,474,305
"Prosser",2019,"Coho",2505,2167,3538
"Prosser",2019,"Jack.Coho",52,159,192
"Prosser",2019,"Lamprey",7,64,40
"Prosser",2020,"Chinook",4952,4787,8512
"Prosser",2020,"Jack.Chinook",414,609,1222
"Prosser",2020,"Steelhead",1811,1500,2761
"Prosser",2020,"Wild.Steelhead",1788,536,1632
"Prosser",2020,"Sockeye",2549,708,559
"Prosser",2020,"Coho",2303,2185,3287
"Prosser",2020,"Jack.Coho",524,219,213
"Prosser",2020,"Lamprey",15,59,36
"Prosser",2021,"Steelhead",258,999,2033
"Prosser",2021,"Wild.Steelhead",257,989,1204
"Prosser",2021,"Coho",2,567,1466
"Lower Granite",1975,"Chinook",28460,NA,NA
"Lower Granite",1975,"Steelhead",17786,NA,NA
"Lower Granite",1975,"Sockeye",209,NA,NA
"Lower Granite",1975,"Shad",1,NA,NA
"Lower Granite",1976,"Chinook",31667,NA,NA
"Lower Granite",1976,"Steelhead",23017,NA,NA
"Lower Granite",1976,"Sockeye",531,NA,NA
"Lower Granite",1977,"Chinook",49123,NA,NA
"Lower Granite",1977,"Steelhead",53037,NA,NA
"Lower Granite",1977,"Sockeye",458,NA,NA
"Lower Granite",1977,"Shad",25,NA,NA
"Lower Granite",1978,"Chinook",54246,39366,NA
"Lower Granite",1978,"Steelhead",30068,28425,NA
"Lower Granite",1978,"Sockeye",123,281,NA
"Lower Granite",1979,"Chinook",12548,31319,NA
"Lower Granite",1979,"Steelhead",25046,27715,NA
"Lower Granite",1979,"Sockeye",25,173,NA
"Lower Granite",1979,"Shad",75,NA,NA
"Lower Granite",1980,"Chinook",8603,24655,NA
"Lower Granite",1980,"Jack.Chinook",2385,NA,NA
"Lower Granite",1980,"Steelhead",40454,32665,NA
"Lower Granite",1980,"Sockeye",96,148,NA
"Lower Granite",1980,"Coho",30,NA,NA
"Lower Granite",1980,"Jack.Coho",13,NA,NA
"Lower Granite",1980,"Shad",308,NA,NA
"Lower Granite",1981,"Chinook",16778,21713,NA
"Lower Granite",1981,"Jack.Chinook",2420,NA,NA
"Lower Granite",1981,"Steelhead",40234,36525,NA
"Lower Granite",1981,"Sockeye",218,124,NA
"Lower Granite",1981,"Coho",1,NA,NA
"Lower Granite",1981,"Jack.Coho",16,NA,NA
"Lower Granite",1981,"Shad",72,80,NA
"Lower Granite",1982,"Chinook",17301,17623,22886
"Lower Granite",1982,"Jack.Chinook",2175,NA,NA
"Lower Granite",1982,"Steelhead",72840,38918,34351
"Lower Granite",1982,"Sockeye",211,106,170
"Lower Granite",1982,"Coho",31,NA,NA
"Lower Granite",1982,"Jack.Coho",28,NA,NA
"Lower Granite",1982,"Shad",30,84,NA
"Lower Granite",1983,"Chinook",13947,13431,21660
"Lower Granite",1983,"Jack.Chinook",2253,2306,NA
"Lower Granite",1983,"Steelhead",86592,48087,38067
"Lower Granite",1983,"Sockeye",122,106,164
"Lower Granite",1983,"Coho",25,12,NA
"Lower Granite",1983,"Jack.Coho",26,20,NA
"Lower Granite",1983,"Shad",552,122,NA
"Lower Granite",1984,"Chinook",12577,13437,20514
"Lower Granite",1984,"Jack.Chinook",3956,2569,NA
"Lower Granite",1984,"Steelhead",99206,63327,41894
"Lower Granite",1984,"Sockeye",47,120,144
"Lower Granite",1984,"Shad",320,164,62
"Lower Granite",1985,"Chinook",30962,17360,20688
"Lower Granite",1985,"Jack.Chinook",5597,3047,NA
"Lower Granite",1985,"Steelhead",118463,78508,50641
"Lower Granite",1985,"Sockeye",35,98,121
"Lower Granite",1985,"Coho",1,5,NA
"Lower Granite",1985,"Shad",692,192,141
"Lower Granite",1986,"Chinook",38660,20514,21105
"Lower Granite",1986,"Jack.Chinook",4363,3428,NA
"Lower Granite",1986,"Steelhead",134492,99939,60418
"Lower Granite",1986,"Sockeye",15,58,85
"Lower Granite",1986,"Coho",1,5,NA
"Lower Granite",1986,"Shad",132,217,140
"Lower Granite",1987,"Chinook",35676,23709,20441
"Lower Granite",1987,"Jack.Chinook",2000,3371,2932
"Lower Granite",1987,"Steelhead",70151,99190,62131
"Lower Granite",1987,"Sockeye",29,39,64
"Lower Granite",1987,"Shad",1037,441,211
"Lower Granite",1988,"Chinook",36267,28702,19634
"Lower Granite",1988,"Jack.Chinook",1615,3154,2744
"Lower Granite",1988,"Steelhead",87040,99292,69099
"Lower Granite",1988,"Sockeye",23,28,54
"Lower Granite",1988,"Shad",2977,618,275
"Lower Granite",1989,"Chinook",16830,30424,20219
"Lower Granite",1989,"Jack.Chinook",2727,2928,2742
"Lower Granite",1989,"Steelhead",132579,105221,81629
"Lower Granite",1989,"Sockeye",2,15,42
"Lower Granite",1989,"Shad",1310,819,366
"Lower Granite",1990,"Chinook",22793,28616,22288
"Lower Granite",1990,"Jack.Chinook",552,1842,2369
"Lower Granite",1990,"Steelhead",56859,90854,84456
"Lower Granite",1990,"Coho",9,NA,NA
"Lower Granite",1990,"Shad",2804,1084,457
"Lower Granite",1991,"Chinook",11062,22280,21379
"Lower Granite",1991,"Jack.Chinook",2556,1655,2382
"Lower Granite",1991,"Steelhead",100381,85691,92541
"Lower Granite",1991,"Sockeye",8,10,27
"Lower Granite",1991,"Shad",722,1523,575
"Lower Granite",1992,"Chinook",25260,20794,22203
"Lower Granite",1992,"Jack.Chinook",933,1421,2189
"Lower Granite",1992,"Steelhead",121459,95635,97396
"Lower Granite",1992,"Sockeye",15,9,20
"Lower Granite",1992,"Shad",22298,2813,1114
"Lower Granite",1993,"Chinook",29456,19946,23927
"Lower Granite",1993,"Jack.Chinook",352,1048,1818
"Lower Granite",1993,"Steelhead",66699,90677,94887
"Lower Granite",1993,"Sockeye",12,7,15
"Lower Granite",1993,"Shad",908,2218,1171
"Lower Granite",1994,"Chinook",4706,15459,21687
"Lower Granite",1994,"Jack.Chinook",371,703,1435
"Lower Granite",1994,"Steelhead",47550,73864,88159
"Lower Granite",1994,"Wild.Steelhead",8185,NA,NA
"Lower Granite",1994,"Sockeye",5,9,12
"Lower Granite",1994,"Shad",3402,2685,1483
"Lower Granite",1995,"Chinook",2864,10210,17093
"Lower Granite",1995,"Jack.Chinook",838,764,1187
"Lower Granite",1995,"Steelhead",80853,79252,84855
"Lower Granite",1995,"Wild.Steelhead",7632,NA,NA
"Lower Granite",1995,"Sockeye",3,7,9
"Lower Granite",1995,"Shad",373,1793,1394
"Lower Granite",1996,"Chinook",8122,9598,14623
"Lower Granite",1996,"Jack.Chinook",3007,790,1143
"Lower Granite",1996,"Steelhead",86072,76851,81151
"Lower Granite",1996,"Wild.Steelhead",9583,NA,NA
"Lower Granite",1996,"Sockeye",3,6,8
"Lower Granite",1996,"Shad",265,1468,1495
"Lower Granite",1997,"Chinook",46015,10821,15000
"Lower Granite",1997,"Jack.Chinook",712,748,1031
"Lower Granite",1997,"Steelhead",85917,71710,82813
"Lower Granite",1997,"Wild.Steelhead",8991,8565,NA
"Lower Granite",1997,"Sockeye",11,6,7
"Lower Granite",1997,"Coho",84,NA,NA
"Lower Granite",1997,"Jack.Coho",8,NA,NA
"Lower Granite",1997,"Shad",111,508,1196
"Lower Granite",1998,"Chinook",16118,9592,13832
"Lower Granite",1998,"Jack.Chinook",2439,1102,1074
"Lower Granite",1998,"Steelhead",72017,72819,81259
"Lower Granite",1998,"Wild.Steelhead",9559,8755,NA
"Lower Granite",1998,"Sockeye",2,4,5
"Lower Granite",1998,"Coho",10,NA,NA
"Lower Granite",1998,"Jack.Coho",2,NA,NA
"Lower Granite",1998,"Shad",629,472,1023
"Lower Granite",1999,"Chinook",9937,11138,13122
"Lower Granite",1999,"Jack.Chinook",5947,1919,1162
"Lower Granite",1999,"Steelhead",74370,79633,76694
"Lower Granite",1999,"Wild.Steelhead",11746,9411,NA
"Lower Granite",1999,"Sockeye",14,5,6
"Lower Granite",1999,"Coho",242,NA,NA
"Lower Granite",1999,"Jack.Coho",20,NA,NA
"Lower Granite",1999,"Shad",1006,370,997
"Lower Granite",1999,"Lamprey",18,NA,NA
"Lower Granite",2000,"Chinook",41455,19008,13931
"Lower Granite",2000,"Jack.Chinook",21204,3662,1673
"Lower Granite",2000,"Steelhead",113211,85179,82162
"Lower Granite",2000,"Wild.Steelhead",20604,11479,NA
"Lower Granite",2000,"Sockeye",299,12,9
"Lower Granite",2000,"Coho",889,116,NA
"Lower Granite",2000,"Jack.Coho",36,10,NA
"Lower Granite",2000,"Shad",3250,571,1012
"Lower Granite",2000,"Lamprey",28,NA,NA
"Lower Granite",2001,"Chinook",194608,35879,18557
"Lower Granite",2001,"Jack.Chinook",15773,5101,2007
"Lower Granite",2001,"Steelhead",262568,106465,90454
"Lower Granite",2001,"Wild.Steelhead",47716,15825,12495
"Lower Granite",2001,"Sockeye",36,20,11
"Lower Granite",2001,"Coho",968,177,NA
"Lower Granite",2001,"Jack.Coho",119,17,NA
"Lower Granite",2001,"Shad",18432,1333,1399
"Lower Granite",2001,"Lamprey",27,NA,NA
"Lower Granite",2002,"Chinook",109535,42675,21489
"Lower Granite",2002,"Jack.Chinook",9767,8612,2538
"Lower Granite",2002,"Steelhead",218718,128342,95935
"Lower Granite",2002,"Wild.Steelhead",57291,22919,14799
"Lower Granite",2002,"Sockeye",55,28,13
"Lower Granite",2002,"Coho",246,220,NA
"Lower Granite",2002,"Jack.Coho",149,30,NA
"Lower Granite",2002,"Shad",3119,2597,1149
"Lower Granite",2002,"Lamprey",138,37,NA
"Lower Granite",2003,"Chinook",98763,61324,24253
"Lower Granite",2003,"Jack.Chinook",20913,13236,3819
"Lower Granite",2003,"Steelhead",180672,154263,105987
"Lower Granite",2003,"Wild.Steelhead",45391,31298,16554
"Lower Granite",2003,"Sockeye",11,39,12
"Lower Granite",2003,"Coho",1135,566,NA
"Lower Granite",2003,"Jack.Coho",130,70,NA
"Lower Granite",2003,"Shad",17545,5054,1545
"Lower Granite",2003,"Lamprey",282,56,NA
"Lower Granite",2004,"Chinook",94469,96213,32736
"Lower Granite",2004,"Jack.Chinook",14592,15839,5513
"Lower Granite",2004,"Steelhead",154389,178527,119234
"Lower Granite",2004,"Wild.Steelhead",36209,39201,19208
"Lower Granite",2004,"Sockeye",113,59,17
"Lower Granite",2004,"Coho",3802,982,342
"Lower Granite",2004,"Jack.Coho",102,97,36
"Lower Granite",2004,"Shad",33987,10219,1945
"Lower Granite",2004,"Lamprey",122,81,NA
"Lower Granite",2005,"Chinook",43958,97348,43016
"Lower Granite",2005,"Jack.Chinook",5572,12124,6663
"Lower Granite",2005,"Steelhead",155783,190296,127316
"Lower Granite",2005,"Wild.Steelhead",35977,43824,22429
"Lower Granite",2005,"Sockeye",18,34,20
"Lower Granite",2005,"Coho",2077,1164,418
"Lower Granite",2005,"Jack.Coho",106,120,40
"Lower Granite",2005,"Shad",13584,13602,2786
"Lower Granite",2005,"Lamprey",40,87,NA
"Lower Granite",2006,"Chinook",37636,70083,50145
"Lower Granite",2006,"Jack.Chinook",8356,10677,7380
"Lower Granite",2006,"Steelhead",145991,169218,134223
"Lower Granite",2006,"Wild.Steelhead",29836,39896,25127
"Lower Granite",2006,"Sockeye",17,29,24
"Lower Granite",2006,"Coho",1141,1203,462
"Lower Granite",2006,"Jack.Coho",293,144,49
"Lower Granite",2006,"Shad",7923,11489,3913
"Lower Granite",2006,"Lamprey",35,92,56
"Lower Granite",2007,"Chinook",40384,57405,49495
"Lower Granite",2007,"Jack.Chinook",22146,12577,10407
"Lower Granite",2007,"Steelhead",158117,158587,142665
"Lower Granite",2007,"Wild.Steelhead",33183,35768,28632
"Lower Granite",2007,"Sockeye",52,29,28
"Lower Granite",2007,"Coho",2532,1917,649
"Lower Granite",2007,"Jack.Coho",266,161,70
"Lower Granite",2007,"Shad",21333,16877,6621
"Lower Granite",2007,"Lamprey",34,70,53
"Lower Granite",2008,"Chinook",89386,56271,58743
"Lower Granite",2008,"Jack.Chinook",26246,13161,13199
"Lower Granite",2008,"Steelhead",175481,157665,155954
"Lower Granite",2008,"Wild.Steelhead",43678,35494,33330
"Lower Granite",2008,"Sockeye",909,70,52
"Lower Granite",2008,"Coho",3458,2396,1165
"Lower Granite",2008,"Jack.Coho",1312,256,134
"Lower Granite",2008,"Shad",3568,12273,7876
"Lower Granite",2008,"Lamprey",61,51,53
"Lower Granite",2009,"Chinook",79316,54337,72305
"Lower Granite",2009,"Jack.Chinook",88716,18883,17294
"Lower Granite",2009,"Steelhead",323697,182826,180664
"Lower Granite",2009,"Wild.Steelhead",76203,41189,40183
"Lower Granite",2009,"Sockeye",1219,112,82
"Lower Granite",2009,"Coho",4629,2492,1564
"Lower Granite",2009,"Jack.Coho",283,314,174
"Lower Granite",2009,"Shad",3457,7770,8911
"Lower Granite",2009,"Lamprey",12,32,51
"Lower Granite",2010,"Chinook",164796,70775,83005
"Lower Granite",2010,"Jack.Chinook",24598,25413,17553
"Lower Granite",2010,"Steelhead",206885,193500,191891
"Lower Granite",2010,"Wild.Steelhead",61278,45818,44810
"Lower Granite",2010,"Sockeye",2201,293,100
"Lower Granite",2010,"Coho",1509,2337,1649
"Lower Granite",2010,"Jack.Coho",393,408,221
"Lower Granite",2010,"Shad",3279,5847,8918
"Lower Granite",2010,"Lamprey",15,26,48
"Lower Granite",2011,"Chinook",121354,89447,79176
"Lower Granite",2011,"Jack.Chinook",58143,37459,19999
"Lower Granite",2011,"Steelhead",183648,202587,185153
"Lower Granite",2011,"Wild.Steelhead",48105,50411,44846
"Lower Granite",2011,"Sockeye",1502,718,145
"Lower Granite",2011,"Coho",5060,3149,1946
"Lower Granite",2011,"Jack.Coho",291,408,242
"Lower Granite",2011,"Shad",174,2725,5595
"Lower Granite",2011,"Lamprey",48,28,51
"Lower Granite",2012,"Chinook",114217,110122,79508
"Lower Granite",2012,"Jack.Chinook",27232,39040,22158
"Lower Granite",2012,"Steelhead",110675,188637,172960
"Lower Granite",2012,"Wild.Steelhead",31426,49866,42233
"Lower Granite",2012,"Sockeye",470,1115,179
"Lower Granite",2012,"Coho",2433,3124,2447
"Lower Granite",2012,"Jack.Coho",202,386,250
"Lower Granite",2012,"Shad",7413,2205,6101
"Lower Granite",2012,"Lamprey",48,30,46
"Lower Granite",2013,"Chinook",100019,112625,79608
"Lower Granite",2013,"Jack.Chinook",49907,44394,24172
"Lower Granite",2013,"Steelhead",107910,171156,164272
"Lower Granite",2013,"Wild.Steelhead",33634,47327,40985
"Lower Granite",2013,"Sockeye",757,1075,274
"Lower Granite",2013,"Coho",2096,2826,2602
"Lower Granite",2013,"Jack.Coho",358,298,276
"Lower Granite",2013,"Shad",1892,1943,4883
"Lower Granite",2013,"Lamprey",19,24,35
"Lower Granite",2014,"Chinook",154522,128695,83624
"Lower Granite",2014,"Jack.Chinook",40645,37978,26779
"Lower Granite",2014,"Steelhead",164088,149410,165276
"Lower Granite",2014,"Wild.Steelhead",52151,43870,42508
"Lower Granite",2014,"Sockeye",2786,1268,377
"Lower Granite",2014,"Coho",18098,3712,3041
"Lower Granite",2014,"Jack.Coho",553,340,327
"Lower Granite",2014,"Shad",1206,1574,3497
"Lower Granite",2014,"Lamprey",82,35,34
"Lower Granite",2015,"Chinook",179131,130860,96237
"Lower Granite",2015,"Jack.Chinook",24128,37831,31006
"Lower Granite",2015,"Steelhead",139752,138136,163491
"Lower Granite",2015,"Wild.Steelhead",39266,40134,42882
"Lower Granite",2015,"Sockeye",440,919,519
"Lower Granite",2015,"Coho",1449,3682,2934
"Lower Granite",2015,"Jack.Coho",239,308,355
"Lower Granite",2015,"Shad",84833,3016,4200
"Lower Granite",2015,"Lamprey",50,45,34
"Lower Granite",2016,"Chinook",108874,128050,107022
"Lower Granite",2016,"Jack.Chinook",19959,30548,33827
"Lower Granite",2016,"Steelhead",100177,122367,157448
"Lower Granite",2016,"Wild.Steelhead",23788,34861,41921
"Lower Granite",2016,"Sockeye",816,813,764
"Lower Granite",2016,"Coho",2841,3281,3214
"Lower Granite",2016,"Jack.Coho",329,316,359
"Lower Granite",2016,"Shad",42486,9058,4968
"Lower Granite",2016,"Lamprey",106,52,38
"Lower Granite",2017,"Chinook",62739,113590,111842
"Lower Granite",2017,"Jack.Chinook",18579,28299,33238
"Lower Granite",2017,"Steelhead",76798,113743,146479
"Lower Granite",2017,"Wild.Steelhead",14844,30005,38681
"Lower Granite",2017,"Sockeye",228,704,886
"Lower Granite",2017,"Coho",8178,4181,3614
"Lower Granite",2017,"Jack.Coho",624,396,391
"Lower Granite",2017,"Shad",28771,11880,5119
"Lower Granite",2017,"Lamprey",346,78,49
"Lower Granite",2018,"Chinook",55369,100920,106612
"Lower Granite",2018,"Jack.Chinook",8760,19982,29784
"Lower Granite",2018,"Steelhead",53536,98864,130082
"Lower Granite",2018,"Wild.Steelhead",12135,24471,34031
"Lower Granite",2018,"Sockeye",276,575,786
"Lower Granite",2018,"Coho",2037,4157,3427
"Lower Granite",2018,"Jack.Coho",957,482,379
"Lower Granite",2018,"Shad",49709,22841,6661
"Lower Granite",2018,"Lamprey",207,125,55
"Lower Granite",2019,"Chinook",39393,76783,99406
"Lower Granite",2019,"Jack.Chinook",12014,15659,24387
"Lower Granite",2019,"Steelhead",35094,72622,104166
"Lower Granite",2019,"Wild.Steelhead",12277,18324,28352
"Lower Granite",2019,"Sockeye",81,283,600
"Lower Granite",2019,"Coho",7683,3502,3606
"Lower Granite",2019,"Jack.Coho",403,452,392
"Lower Granite",2019,"Shad",16345,38470,7781
"Lower Granite",2019,"Lamprey",94,129,67
"Lower Granite",2020,"Chinook",54687,60563,89024
"Lower Granite",2020,"Jack.Chinook",16100,14442,23375
"Lower Granite",2020,"Steelhead",58673,61050,91833
"Lower Granite",2020,"Wild.Steelhead",20202,16043,25374
"Lower Granite",2020,"Sockeye",640,306,530
"Lower Granite",2020,"Coho",7794,4903,4249
"Lower Granite",2020,"Jack.Coho",3536,775,489
"Lower Granite",2020,"Shad",9357,24753,8641
"Lower Granite",2020,"Lamprey",20,107,69
"Lower Granite",2021,"Chinook",855,22973,54237
"Lower Granite",2021,"Jack.Chinook",20,3629,10529
"Lower Granite",2021,"Steelhead",2448,29060,59632
"Lower Granite",2021,"Wild.Steelhead",1494,9223,17931
"Lower Granite",2021,"Lamprey",1,42,47
"Little Goose",1970,"Chinook",73471,NA,NA
"Little Goose",1970,"Steelhead",59640,NA,NA
"Little Goose",1970,"Sockeye",163,NA,NA
"Little Goose",1971,"Chinook",61402,NA,NA
"Little Goose",1971,"Steelhead",70013,NA,NA
"Little Goose",1971,"Sockeye",891,NA,NA
"Little Goose",1972,"Chinook",64211,NA,NA
"Little Goose",1972,"Steelhead",63638,NA,NA
"Little Goose",1972,"Sockeye",408,NA,NA
"Little Goose",1973,"Chinook",70605,67249,NA
"Little Goose",1973,"Steelhead",38820,56672,NA
"Little Goose",1973,"Sockeye",192,327,NA
"Little Goose",1973,"Shad",27,NA,NA
"Little Goose",1974,"Chinook",26787,55941,NA
"Little Goose",1974,"Steelhead",14784,43317,NA
"Little Goose",1974,"Sockeye",124,269,NA
"Little Goose",1974,"Shad",1,NA,NA
"Little Goose",1975,"Chinook",26960,45778,NA
"Little Goose",1975,"Steelhead",15225,32966,NA
"Little Goose",1975,"Sockeye",173,272,NA
"Little Goose",1976,"Chinook",32359,40273,NA
"Little Goose",1976,"Steelhead",20894,25884,NA
"Little Goose",1976,"Sockeye",644,255,NA
"Little Goose",1976,"Shad",1,NA,NA
"Little Goose",1977,"Chinook",49176,38181,46924
"Little Goose",1977,"Steelhead",47388,24402,35091
"Little Goose",1977,"Sockeye",574,273,312
"Little Goose",1977,"Shad",10,4,NA
"Little Goose",1978,"Chinook",56069,36461,47861
"Little Goose",1978,"Steelhead",24927,22333,33782
"Little Goose",1978,"Sockeye",168,266,291
"Little Goose",1978,"Shad",2,2,NA
"Little Goose",1979,"Chinook",12515,31313,41853
"Little Goose",1979,"Steelhead",21049,23968,32221
"Little Goose",1979,"Sockeye",72,239,253
"Little Goose",1979,"Shad",121,7,NA
"Little Goose",1980,"Chinook",8828,25047,33861
"Little Goose",1980,"Jack.Chinook",1772,NA,NA
"Little Goose",1980,"Steelhead",38627,28873,30852
"Little Goose",1980,"Sockeye",88,208,238
"Little Goose",1980,"Coho",89,NA,NA
"Little Goose",1980,"Jack.Coho",35,NA,NA
"Little Goose",1980,"Shad",614,17,NA
"Little Goose",1981,"Chinook",17141,22058,29805
"Little Goose",1981,"Jack.Chinook",1945,NA,NA
"Little Goose",1981,"Steelhead",38680,32658,29074
"Little Goose",1981,"Sockeye",200,165,205
"Little Goose",1981,"Coho",8,NA,NA
"Little Goose",1981,"Jack.Coho",112,NA,NA
"Little Goose",1981,"Shad",84,42,16
"Little Goose",1991,"Chinook",11358,NA,NA
"Little Goose",1991,"Jack.Chinook",2379,NA,NA
"Little Goose",1991,"Steelhead",96830,NA,NA
"Little Goose",1991,"Sockeye",10,NA,NA
"Little Goose",1991,"Coho",1,NA,NA
"Little Goose",1991,"Shad",3889,NA,NA
"Little Goose",1992,"Chinook",25551,NA,NA
"Little Goose",1992,"Jack.Chinook",1195,NA,NA
"Little Goose",1992,"Steelhead",117698,NA,NA
"Little Goose",1992,"Sockeye",12,NA,NA
"Little Goose",1992,"Shad",72629,NA,NA
"Little Goose",1993,"Chinook",31794,NA,NA
"Little Goose",1993,"Jack.Chinook",590,NA,NA
"Little Goose",1993,"Steelhead",59740,NA,NA
"Little Goose",1993,"Sockeye",16,NA,NA
"Little Goose",1993,"Shad",3938,NA,NA
"Little Goose",1994,"Chinook",4981,14642,NA
"Little Goose",1994,"Jack.Chinook",476,945,NA
"Little Goose",1994,"Steelhead",45815,74733,NA
"Little Goose",1994,"Wild.Steelhead",8422,NA,NA
"Little Goose",1994,"Sockeye",44,17,NA
"Little Goose",1994,"Shad",10066,10287,NA
"Little Goose",1995,"Chinook",3650,11090,NA
"Little Goose",1995,"Jack.Chinook",1411,1024,NA
"Little Goose",1995,"Steelhead",77744,75326,NA
"Little Goose",1995,"Wild.Steelhead",8352,NA,NA
"Little Goose",1995,"Sockeye",17,17,NA
"Little Goose",1995,"Coho",8,NA,NA
"Little Goose",1995,"Jack.Coho",1,NA,NA
"Little Goose",1995,"Shad",1478,6978,NA
"Little Goose",1996,"Chinook",10252,10865,NA
"Little Goose",1996,"Jack.Chinook",3286,1092,NA
"Little Goose",1996,"Steelhead",82203,72899,NA
"Little Goose",1996,"Wild.Steelhead",9611,NA,NA
"Little Goose",1996,"Sockeye",1,11,NA
"Little Goose",1996,"Shad",715,4973,NA
"Little Goose",1997,"Chinook",48865,12370,NA
"Little Goose",1997,"Jack.Chinook",799,1008,NA
"Little Goose",1997,"Steelhead",74219,66477,NA
"Little Goose",1997,"Wild.Steelhead",6222,8053,NA
"Little Goose",1997,"Sockeye",10,10,NA
"Little Goose",1997,"Coho",53,NA,NA
"Little Goose",1997,"Jack.Coho",6,NA,NA
"Little Goose",1997,"Shad",533,1861,NA
"Little Goose",1998,"Chinook",16842,10893,13927
"Little Goose",1998,"Jack.Chinook",2956,1391,1311
"Little Goose",1998,"Steelhead",63753,67347,74444
"Little Goose",1998,"Wild.Steelhead",8569,8154,NA
"Little Goose",1998,"Sockeye",5,8,10
