Common Population Name,NMFS_POPID,NWR Population Name,Recovery Domain,Major Population Group,ESU,Species,Run,Start Year,End Year,Year,Spawners,FracWild,Age 1 Returns,Age 2 Returns,Age 3 Returns,Age 4 Returns,Age 5 Returns,Age 6 Returns,Age 7 Returns,Natural Spawners inc Jacks,Total Spawners inc. Jacks,Total Spawners exc. Jacks,Jack frac of hatchery spawners,Adult Natural Harvest Rates,Natural Origin Brood Stk,Contact Agency
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1969,1334,1,0,0,0.04,0.49,0.47,0,0,-99,1334,-99,-99,0.47,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1968,2000,1,0,0,0.05,0.49,0.46,0,0,-99,2000,-99,-99,0.49,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1967,1637,1,0,0,0.08,0.22,0.71,0,0,-99,1637,-99,-99,0.58,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1966,2004,1,0,0,0.03,0.41,0.56,0,0,-99,2004,-99,-99,0.49,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1965,953,1,0,0,0.08,0.41,0.51,0,0,-99,953,-99,-99,0.64,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1964,1894,1,0,0,0.04,0.43,0.53,0,0,-99,1894,-99,-99,0.62,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1963,2108,1,0,0,0.03,0.29,0.67,0,0,-99,2108,-99,-99,0.71,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1962,1722,1,0,0,0.03,0.47,0.51,0,0,-99,1722,-99,-99,0.69,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1961,2377,1,0,0,0.05,0.42,0.53,0,0,-99,2377,-99,-99,0.58,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1960,1385,1,0,0,0.07,0.67,0.26,0,0,-99,1385,-99,-99,0.71,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1959,1588,1,0,0,0.04,0.37,0.60,0,0,-99,1588,-99,-99,0.69,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1958,1270,1,0,0,0.04,0.37,0.60,0,0,-99,1270,-99,-99,0.75,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1957,2004,1,0,0,0.04,0.37,0.60,0,0,-99,2004,-99,-99,0.62,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1988,492,1,0,0,0,0.28,0.72,0,0,-99,492,-99,-99,0.14,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1987,175,1,0,0,0.01,0.43,0.56,0,0,-99,175,-99,-99,0.08,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1986,326,1,0,0,0,0.23,0.77,0,0,-99,326,-99,-99,0.08,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1985,341,1,0,0,0,0.42,0.58,0,0,-99,341,-99,-99,0.07,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1984,204,1,0,0,0.07,0.39,0.55,0,0,-99,204,-99,-99,0.1,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1983,131,1,0,0,0.07,0.39,0.55,0,0,-99,131,-99,-99,0.09,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1982,34,1,0,0,0.07,0.39,0.55,0,0,-99,34,-99,-99,0.09,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1981,107,1,0,0,0,0.63,0.38,0,0,-99,107,-99,-99,0.07,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1980,19,1,0,0,0.07,0.39,0.55,0,0,-99,19,-99,-99,0.03,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1979,73,1,0,0,0.03,0.15,0.83,0,0,-99,73,-99,-99,0.04,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1978,463,1,0,0,0,0.02,0.98,0,0,-99,463,-99,-99,0.18,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1977,43,1,0,0,0,0.72,0.28,0,0,-99,43,-99,-99,0.36,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1976,107,1,0,0,0.07,0.39,0.55,0,0,-99,107,-99,-99,0.01,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1975,375,1,0,0,0,0.17,0.83,0,0,-99,375,-99,-99,0,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1974,136,1,0,0,0,0.51,0.49,0,0,-99,136,-99,-99,0.41,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1973,468,1,0,0,0.01,0.12,0.88,0,0,-99,468,-99,-99,0.61,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1972,292,1,0,0,0.01,0.44,0.55,0,0,-99,292,-99,-99,0.55,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1971,156,1,0,0,0.07,0.39,0.55,0,0,-99,156,-99,-99,0.39,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1970,331,1,0,0,0.04,0.23,0.74,0,0,-99,331,-99,-99,0.49,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1969,317,1,0,0,0.05,0.38,0.57,0,0,-99,317,-99,-99,0.47,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1968,438,1,0,0,0.19,0.47,0.34,0,0,-99,438,-99,-99,0.49,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1967,326,1,0,0,0.11,0.36,0.53,0,0,-99,326,-99,-99,0.58,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1966,599,1,0,0,0.03,0.41,0.56,0,0,-99,599,-99,-99,0.49,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1965,356,1,0,0,0.05,0.41,0.54,0,0,-99,356,-99,-99,0.64,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1964,248,1,0,0,0.12,0.40,0.48,0,0,-99,248,-99,-99,0.62,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1963,721,1,0,0,0.08,0.40,0.52,0,0,-99,721,-99,-99,0.71,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1962,1087,1,0,0,0.10,0.48,0.43,0,0,-99,1087,-99,-99,0.69,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1961,1838,1,0,0,0.06,0.42,0.52,0,0,-99,1838,-99,-99,0.58,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1960,756,1,0,0,0.06,0.58,0.37,0,0,-99,756,-99,-99,0.71,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1959,429,1,0,0,0.04,0.36,0.60,0,0,-99,429,-99,-99,0.69,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1958,629,1,0,0,0.04,0.36,0.60,0,0,-99,629,-99,-99,0.75,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1957,1097,1,0,0,0.04,0.36,0.60,0,0,-99,1097,-99,-99,0.62,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,2014,287,1,0,0,0.14,0.80,0.06,0,0,-99,287,-99,-99,0.12,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,2013,195,1,0,0,0.31,0.49,0.19,0.02,0,-99,195,-99,-99,0.09,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,2012,385,1,0,0,0.04,0.60,0.36,0,0,-99,385,-99,-99,0.11,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,2011,297,1,0,0,0.13,0.44,0.41,0.03,0,-99,297,-99,-99,0.09,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,2010,224,1,0,0,0.05,0.80,0.13,0.03,0,-99,224,-99,-99,0.15,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,2009,448,1,0,0,0.09,0.74,0.17,0,0,-99,448,-99,-99,0.09,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,2008,204,1,0,0,0.04,0.49,0.45,0.03,0,-99,204,-99,-99,0.15,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,2007,97,1,0,0,0.04,0.19,0.74,0.03,0,-99,97,-99,-99,0.09,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,2006,43,1,0,0,0,0.69,0.31,0,0,-99,43,-99,-99,0.08,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,2005,68,1,0,0,0.03,0.53,0.43,0.02,0,-99,68,-99,-99,0.08,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,2004,243,1,0,0,0,0.75,0.25,0,0,-99,243,-99,-99,0.11,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,2003,438,1,0,0,0.02,0.15,0.81,0.02,0,-99,438,-99,-99,0.09,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,2002,551,1,0,0,0,0.41,0.56,0.03,0,-99,551,-99,-99,0.13,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,2001,682,1,0,0,0.02,0.96,0.02,0,0,-99,682,-99,-99,0.15,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,2000,63,1,0,0,0.07,0.77,0.16,0,0,-99,63,-99,-99,0.06,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1999,48,1,0,0,0.12,0.65,0.15,0.08,0,-99,48,-99,-99,0.04,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1998,73,1,0,0,0,0.04,0.90,0.06,0,-99,73,-99,-99,0.06,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1997,160,1,0,0,0.05,0.49,0.46,0,0,-99,160,-99,-99,0.07,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1996,4,1,0,0,0.04,0.66,0.31,0,0,-99,4,-99,-99,0.05,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1995,9,1,0,0,0.07,0.39,0.55,0,0,-99,9,-99,-99,0.05,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1994,14,1,0,0,0.07,0.39,0.55,0,0,-99,14,-99,-99,0.1,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1993,273,1,0,0,0.02,0.18,0.81,0,0,-99,273,-99,-99,0.07,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1992,107,1,0,0,0.01,0.67,0.32,0,0,-99,107,-99,-99,0.08,0,N/A
Big Creek,59,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1991,63,1,0,0,0.02,0.25,0.73,0,0,-99,63,-99,-99,0.1,0,N/A
